Label,Element,Average,STD,Aa,Bb,A,B,Ar,Br,R,C,b,Cr
98715,Ti 336.122,10.11,2.69979628861142,,,7.08,12.26,,,10.11,10.99,,
98715,V 319.068,0.6466666666666667,0.8590886644190653,,,-0.16,1.55,,,0.6466666666666667,0.55,,
98715,Zn 213.857,27.253333333333334,4.463466515314451,,,29.9,22.1,,,27.253333333333334,29.76,,
98715,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70352,Ag 328.068,,,,,,,,,,,,
70352,Al 308.215,142.055,29.846977233884168,,,120.95,163.16,,,,,,
70352,As 188.980,,,,,,,,,,,,
70352,As 193.696,34.92,2.107178207935909,,,36.41,33.43,,,,,,
70352,B 249.772,8.16,2.333452377915607,,,9.81,6.51,,,,,,
70352,Ca 422.673,18131.29,577.1405548044606,,,18539.39,17723.19,,,,,,
70352,Ca 430.253,19159.364999999998,575.7051280386528,,,19566.45,18752.28,,,,,,
70352,Ca 643.907,,,,,,,,,,,,
70352,Cd 214.439,2.025,0.23334523779156058,,,1.86,2.19,,,,,,
70352,Co 231.497,12.684999999999999,9.849997461928607,,,5.72,19.65,,,,,,
70352,Co 258.033,-0.14500000000000002,2.085965004500315,,,-1.62,1.33,,,,,,
70352,Cr 266.602,1.4900000000000002,3.507249634685276,,,-0.99,3.97,,,,,,
70352,Cr 267.716,8.725000000000001,0.2192031021678301,,,8.57,8.88,,,,,,
70352,Cr 357.868,7.09,1.074802307403552,,,6.33,7.85,,,,,,
70352,Cu 324.754,16.58,0.8202438661763952,,,16.0,17.16,,,,,,
70352,Cu 327.395,18.990000000000002,0.7778174593052007,,,18.44,19.54,,,,,,
70352,Fe 238.204,208.575,0.558614357137367,,,208.18,208.97,,,,,,
70352,Hg 184.887,,,,,,,,,,,,
70352,Hg 194.164,-0.3999999999999999,1.0323759005323594,,,0.33,-1.13,,,,,,
70352,K 766.491,13757.64,67.59940828143421,,,13805.44,13709.84,,,,,,
70352,Mg 279.553,5151.514999999999,95.24021235801581,,,5218.86,5084.17,,,,,,
70352,Mg 285.213,5281.025,94.03813082999945,,,5347.52,5214.53,,,,,,
70352,Mg 383.230,,,,,,,,,,,,
70352,Mn 257.610,4126.34,68.51864709697652,,,4174.79,4077.89,,,,,,
70352,Mn 346.032,,,,,,,,,,,,
70352,Mo 202.032,0.535,1.039446968344225,,,-0.2,1.27,,,,,,
70352,Mo 204.598,3.9800000000000004,0.29698484809835024,,,4.19,3.77,,,,,,
70352,Mo 313.259,-0.30999999999999983,5.996265504461923,,,-4.55,3.93,,,,,,
70352,Na 588.995,4305.45,816.2982103373743,,,4882.66,3728.24,,,,,,
70352,Na 589.592,4533.0650000000005,820.7459119910376,,,5113.42,3952.71,,,,,,
70352,Ni 225.385,9.58,6.010407640085654,,,13.83,5.33,,,,,,
70352,Ni 227.877,-20.615,9.92070814004726,,,-13.6,-27.63,,,,,,
70352,P 213.618,2347.26,32.611764748323814,,,2370.32,2324.2,,,,,,
70352,P 215.294,,,,,,,,,,,,
70352,P 255.491,,,,,,,,,,,,
70352,Pb 220.353,-0.5149999999999999,1.6899852070358485,,,-1.71,0.68,,,,,,
70352,Pb 266.315,,,,,,,,,,,,
70352,Pb 363.957,,,,,,,,,,,,
70352,Sb 206.834,6.885,2.411234123846127,,,8.59,5.18,,,,,,
70352,Si 251.611,869.835,121.37487899067087,,,784.01,955.66,,,,,,
70352,Sn 189.925,7.12,4.17193000900063,,,4.17,10.07,,,,,,
70352,Ti 336.122,17.93,8.273149339882607,,,12.08,23.78,,,,,,
70352,V 319.068,0.86,1.5980613254815972,,,1.99,-0.27,,,,,,
70352,Zn 213.857,121.215,1.3222896808188471,,,120.28,122.15,,,,,,
70352,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70353,Ag 328.068,,,,,,,,,,,,
70353,Al 308.215,70.88,18.46962912459262,,,83.94,57.82,,,,,,
70353,As 188.980,,,,,,,,,,,,
70353,As 193.696,35.31,10.139911242215089,,,42.48,28.14,,,,,,
70353,B 249.772,5.095,1.3505739520663058,,,6.05,4.14,,,,,,
70353,Ca 422.673,16461.265,1069.8737731386811,,,17217.78,15704.75,,,,,,
70353,Ca 430.253,17654.489999999998,1207.2858339266616,,,18508.17,16800.81,,,,,,
70353,Ca 643.907,,,,,,,,,,,,
70353,Cd 214.439,1.4849999999999999,0.09192388155425125,,,1.55,1.42,,,,,,
70353,Co 231.497,10.094999999999999,8.690342340782667,,,3.95,16.24,,,,,,
70353,Co 258.033,0.24,0.5515432893255071,,,0.63,-0.15,,,,,,
70353,Cr 266.602,49.735,10.486393564996499,,,57.15,42.32,,,,,,
70353,Cr 267.716,55.035,7.162991693419728,,,60.1,49.97,,,,,,
70353,Cr 357.868,53.975,5.692209588551705,,,58.0,49.95,,,,,,
70353,Cu 324.754,17.685000000000002,1.930401512639275,,,19.05,16.32,,,,,,
70353,Cu 327.395,20.985,2.3970919882223964,,,22.68,19.29,,,,,,
70353,Fe 238.204,654.38,74.3593491095774,,,706.96,601.8,,,,,,
70353,Hg 184.887,,,,,,,,,,,,
70353,Hg 194.164,2.99,1.428355697996826,,,4.0,1.98,,,,,,
70353,K 766.491,12637.220000000001,1290.7385762422996,,,13549.91,11724.53,,,,,,
70353,Mg 279.553,5031.115,460.17802212839325,,,5356.51,4705.72,,,,,,
70353,Mg 285.213,5057.835,468.98857262197765,,,5389.46,4726.21,,,,,,
70353,Mg 383.230,,,,,,,,,,,,
70353,Mn 257.610,4073.225,377.6869450351707,,,4340.29,3806.16,,,,,,
70353,Mn 346.032,,,,,,,,,,,,
70353,Mo 202.032,-2.13,0.05656854249492385,,,-2.09,-2.17,,,,,,
70353,Mo 204.598,2.215,1.5202795795510773,,,3.29,1.14,,,,,,
70353,Mo 313.259,3.965,2.1991020894901623,,,2.41,5.52,,,,,,
70353,Na 588.995,3506.585,328.20361248773577,,,3738.66,3274.51,,,,,,
70353,Na 589.592,3611.75,303.3629512646529,,,3826.26,3397.24,,,,,,
70353,Ni 225.385,12.84,3.1536962440920027,,,15.07,10.61,,,,,,
70353,Ni 227.877,-15.920000000000002,5.3033008588991075,,,-12.17,-19.67,,,,,,
70353,P 213.618,1756.995,176.44435510947918,,,1881.76,1632.23,,,,,,
70353,P 215.294,,,,,,,,,,,,
70353,P 255.491,,,,,,,,,,,,
70353,Pb 220.353,3.84,5.303300858899107,,,0.09,7.59,,,,,,
70353,Pb 266.315,,,,,,,,,,,,
70353,Pb 363.957,,,,,,,,,,,,
70353,Sb 206.834,13.61,6.731656556895934,,,8.85,18.37,,,,,,
70353,Si 251.611,351.205,161.39712280582944,,,465.33,237.08,,,,,,
70353,Sn 189.925,21.615,22.26679253956438,,,5.87,37.36,,,,,,
70353,Ti 336.122,7.08,0.31112698372208053,,,7.3,6.86,,,,,,
70353,V 319.068,-0.9950000000000001,1.9162593770155438,,,-2.35,0.36,,,,,,
70353,Zn 213.857,107.795,9.920708140047262,,,114.81,100.78,,,,,,
70353,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70354,Ag 328.068,,,,,,,,,,,,
70354,Al 308.215,86.88499999999999,33.46736395355929,,,63.22,110.55,,,,,,
70354,As 188.980,,,,,,,,,,,,
70354,As 193.696,41.915,7.162991693419723,,,46.98,36.85,,,,,,
70354,B 249.772,26.725,3.4153257531310257,,,24.31,29.14,,,,,,
70354,Ca 422.673,16642.21,2013.6138386493064,,,15218.37,18066.05,,,,,,
70354,Ca 430.253,17743.52,2152.9845852211765,,,16221.13,19265.91,,,,,,
70354,Ca 643.907,,,,,,,,,,,,
70354,Cd 214.439,2.095,0.5303300858899108,,,2.47,1.72,,,,,,
70354,Co 231.497,17.895,0.8555992052357231,,,18.5,17.29,,,,,,
70354,Co 258.033,3.2699999999999996,2.23445742854949,,,1.69,4.85,,,,,,
70354,Cr 266.602,12.405000000000001,17.147339443773777,,,0.28,24.53,,,,,,
70354,Cr 267.716,17.34,17.465537495307725,,,4.99,29.69,,,,,,
70354,Cr 357.868,18.54,15.344217151748081,,,7.69,29.39,,,,,,
70354,Cu 324.754,16.884999999999998,5.2962297910872405,,,13.14,20.63,,,,,,
70354,Cu 327.395,19.57,5.6285699782449194,,,15.59,23.55,,,,,,
70354,Fe 238.204,211.755,96.5271466997756,,,143.5,280.01,,,,,,
70354,Hg 184.887,,,,,,,,,,,,
70354,Hg 194.164,-0.31,0.9758073580374355,,,0.38,-1.0,,,,,,
70354,K 766.491,32994.085,3762.1687003708344,,,30333.83,35654.34,,,,,,
70354,Mg 279.553,6659.4400000000005,725.6754052605057,,,6146.31,7172.57,,,,,,
70354,Mg 285.213,6753.91,772.0050415638486,,,6208.02,7299.8,,,,,,
70354,Mg 383.230,,,,,,,,,,,,
70354,Mn 257.610,10.815000000000001,1.5202795795510775,,,9.74,11.89,,,,,,
70354,Mn 346.032,,,,,,,,,,,,
70354,Mo 202.032,1.7249999999999999,1.845548698896889,,,0.42,3.03,,,,,,
70354,Mo 204.598,5.765000000000001,1.1384419177103418,,,6.57,4.96,,,,,,
70354,Mo 313.259,4.15,2.1496046148071044,,,2.63,5.67,,,,,,
70354,Na 588.995,9024.285,1031.1384636652829,,,8295.16,9753.41,,,,,,
70354,Na 589.592,9140.125,1024.1098222602895,,,8415.97,9864.28,,,,,,
70354,Ni 225.385,10.855,10.20355085252188,,,3.64,18.07,,,,,,
70354,Ni 227.877,-11.655,23.46887406758151,,,-28.25,4.94,,,,,,
70354,P 213.618,1737.74,214.11193334328672,,,1586.34,1889.14,,,,,,
70354,P 215.294,,,,,,,,,,,,
70354,P 255.491,,,,,,,,,,,,
70354,Pb 220.353,6.915,3.0900566337852124,,,9.1,4.73,,,,,,
70354,Pb 266.315,,,,,,,,,,,,
70354,Pb 363.957,,,,,,,,,,,,
70354,Sb 206.834,6.18,4.4264884502277875,,,3.05,9.31,,,,,,
70354,Si 251.611,603.605,90.672302551551,,,539.49,667.72,,,,,,
70354,Sn 189.925,-0.030000000000000027,2.3617366491630687,,,1.64,-1.7,,,,,,
70354,Ti 336.122,22.215,15.167440456451441,,,11.49,32.94,,,,,,
70354,V 319.068,1.6949999999999998,0.940452018978108,,,1.03,2.36,,,,,,
70354,Zn 213.857,113.655,21.347553724021868,,,98.56,128.75,,,,,,
70354,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70355,Ag 328.068,,,,,,,,,,,,
70355,Al 308.215,182.07,8.061017305526645,,,176.37,187.77,,,,,,
70355,As 188.980,,,,,,,,,,,,
70355,As 193.696,63.39,2.8567113959936514,,,65.41,61.37,,,,,,
70355,B 249.772,179.165,0.6717514421272122,,,178.69,179.64,,,,,,
70355,Ca 422.673,9171.990000000002,81.85468099015489,,,9114.11,9229.87,,,,,,
70355,Ca 430.253,9702.025000000001,104.87100671777651,,,9627.87,9776.18,,,,,,
70355,Ca 643.907,,,,,,,,,,,,
70355,Cd 214.439,0.8049999999999999,0.04949747468305829,,,0.77,0.84,,,,,,
70355,Co 231.497,5.390000000000001,4.341635636485402,,,8.46,2.32,,,,,,
70355,Co 258.033,2.395,0.714177848998413,,,1.89,2.9,,,,,,
70355,Cr 266.602,4.0649999999999995,0.7566042558696058,,,3.53,4.6,,,,,,
70355,Cr 267.716,4.305,1.2798632739476512,,,5.21,3.4,,,,,,
70355,Cr 357.868,4.39,0.8768124086713187,,,3.77,5.01,,,,,,
70355,Cu 324.754,3.34,0.4384062043356595,,,3.03,3.65,,,,,,
70355,Cu 327.395,4.925000000000001,0.685893577750951,,,4.44,5.41,,,,,,
70355,Fe 238.204,296.405,99.69498507949132,,,225.91,366.9,,,,,,
70355,Hg 184.887,,,,,,,,,,,,
70355,Hg 194.164,1.5150000000000001,0.5868986283848343,,,1.93,1.1,,,,,,
70355,K 766.491,134551.06,521.9013730581785,,,134920.1,134182.02,,,,,,
70355,Mg 279.553,6586.355,80.75866547931561,,,6529.25,6643.46,,,,,,
70355,Mg 285.213,6710.844999999999,57.42414170015955,,,6670.24,6751.45,,,,,,
70355,Mg 383.230,,,,,,,,,,,,
70355,Mn 257.610,11.4,1.4424978336205563,,,10.38,12.42,,,,,,
70355,Mn 346.032,,,,,,,,,,,,
70355,Mo 202.032,-1.42,0.3818376618407357,,,-1.69,-1.15,,,,,,
70355,Mo 204.598,2.3,3.12541197284454,,,4.51,0.09,,,,,,
70355,Mo 313.259,2.01,2.23445742854949,,,3.59,0.43,,,,,,
70355,Na 588.995,39438.994999999995,125.51852472842549,,,39350.24,39527.75,,,,,,
70355,Na 589.592,40579.375,243.02552962600618,,,40407.53,40751.22,,,,,,
70355,Ni 225.385,6.710000000000001,3.4365389565666216,,,9.14,4.28,,,,,,
70355,Ni 227.877,-8.59,6.25082394568908,,,-13.01,-4.17,,,,,,
70355,P 213.618,2467.635,36.47963884141377,,,2441.84,2493.43,,,,,,
70355,P 215.294,,,,,,,,,,,,
70355,P 255.491,,,,,,,,,,,,
70355,Pb 220.353,2.4650000000000003,2.2132442251138937,,,4.03,0.9,,,,,,
70355,Pb 266.315,,,,,,,,,,,,
70355,Pb 363.957,,,,,,,,,,,,
70355,Sb 206.834,6.42,0.8343860018001259,,,7.01,5.83,,,,,,
70355,Si 251.611,1188.525,22.39407176017785,,,1172.69,1204.36,,,,,,
70355,Sn 189.925,-2.7699999999999996,11.327850634608492,,,5.24,-10.78,,,,,,
70355,Ti 336.122,22.125,11.490485194281398,,,30.25,14.0,,,,,,
70355,V 319.068,0.98,1.5839191898578666,,,2.1,-0.14,,,,,,
70355,Zn 213.857,62.415,2.5950818869546306,,,64.25,60.58,,,,,,
70355,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70356,Ag 328.068,,,,,,,,,,,,
70356,Al 308.215,237.275,27.61251980533469,,,256.8,217.75,,,,,,
70356,As 188.980,,,,,,,,,,,,
70356,As 193.696,50.49,20.053548314450488,,,64.67,36.31,,,,,,
70356,B 249.772,24.939999999999998,3.7335238046649692,,,27.58,22.3,,,,,,
70356,Ca 422.673,14991.619999999999,2188.622766992977,,,16539.21,13444.03,,,,,,
70356,Ca 430.253,16038.96,2304.3902892088395,,,17668.41,14409.51,,,,,,
70356,Ca 643.907,,,,,,,,,,,,
70356,Cd 214.439,1.375,0.9687362902255702,,,2.06,0.69,,,,,,
70356,Co 231.497,17.035,0.7848885271170674,,,16.48,17.59,,,,,,
70356,Co 258.033,3.375,3.64159992311072,,,5.95,0.8,,,,,,
70356,Cr 266.602,4.115,1.2798632739476508,,,3.21,5.02,,,,,,
70356,Cr 267.716,5.8100000000000005,0.4525483399593902,,,6.13,5.49,,,,,,
70356,Cr 357.868,3.96,3.068843430349616,,,1.79,6.13,,,,,,
70356,Cu 324.754,16.439999999999998,3.026417023478422,,,18.58,14.3,,,,,,
70356,Cu 327.395,19.16,2.998132752230963,,,21.28,17.04,,,,,,
70356,Fe 238.204,153.605,11.801612178003476,,,161.95,145.26,,,,,,
70356,Hg 184.887,,,,,,,,,,,,
70356,Hg 194.164,2.7249999999999996,2.7647875144394005,,,4.68,0.77,,,,,,
70356,K 766.491,30730.775,4485.708643152161,,,33902.65,27558.9,,,,,,
70356,Mg 279.553,6122.925,837.2639263995551,,,6714.96,5530.89,,,,,,
70356,Mg 285.213,6184.49,868.0867109914768,,,6798.32,5570.66,,,,,,
70356,Mg 383.230,,,,,,,,,,,,
70356,Mn 257.610,15.43,0.4384062043356602,,,15.74,15.12,,,,,,
70356,Mn 346.032,,,,,,,,,,,,
70356,Mo 202.032,-0.08500000000000002,0.9687362902255702,,,-0.77,0.6,,,,,,
70356,Mo 204.598,4.415,1.2232947314527276,,,3.55,5.28,,,,,,
70356,Mo 313.259,-2.865,3.7830212793480293,,,-5.54,-0.19,,,,,,
70356,Na 588.995,8384.92,1193.1436983029332,,,9228.6,7541.24,,,,,,
70356,Na 589.592,8533.63,1204.669538836273,,,9385.46,7681.8,,,,,,
70356,Ni 225.385,2.755,0.8555992052357225,,,3.36,2.15,,,,,,
70356,Ni 227.877,-26.490000000000002,4.157787873376899,,,-29.43,-23.55,,,,,,
70356,P 213.618,1810.1599999999999,267.7954801709693,,,1999.52,1620.8,,,,,,
70356,P 215.294,,,,,,,,,,,,
70356,P 255.491,,,,,,,,,,,,
70356,Pb 220.353,9.315000000000001,11.81575431362721,,,17.67,0.96,,,,,,
70356,Pb 266.315,,,,,,,,,,,,
70356,Pb 363.957,,,,,,,,,,,,
70356,Sb 206.834,-2.2150000000000003,5.861915216036479,,,1.93,-6.36,,,,,,
70356,Si 251.611,651.975,23.878996000669694,,,668.86,635.09,,,,,,
70356,Sn 189.925,-2.2399999999999998,2.206173157302028,,,-0.68,-3.8,,,,,,
70356,Ti 336.122,13.14,4.567909806465098,,,9.91,16.37,,,,,,
70356,V 319.068,-0.56,1.0748023074035522,,,-1.32,0.2,,,,,,
70356,Zn 213.857,159.41,20.463670247538683,,,173.88,144.94,,,,,,
70356,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70357,Ag 328.068,,,,,,,,,,,,
70357,Al 308.215,100.03,1.8384776310850195,,,101.33,,,,,,98.73,
70357,As 188.980,,,,,,,,,,,,
70357,As 193.696,44.575,1.2657211383239195,,,43.68,,,,,,45.47,
70357,B 249.772,1.78,0.33941125496954283,,,2.02,,,,,,1.54,
70357,Ca 422.673,14250.96,945.5431878026506,,,14919.56,,,,,,13582.36,
70357,Ca 430.253,15243.42,1039.0792728180074,,,15978.16,,,,,,14508.68,
70357,Ca 643.907,,,,,,,,,,,,
70357,Cd 214.439,1.67,0.0,,,1.67,,,,,,1.67,
70357,Co 231.497,5.09,1.7819090885900994,,,3.83,,,,,,6.35,
70357,Co 258.033,-2.9,0.4384062043356595,,,-3.21,,,,,,-2.59,
70357,Cr 266.602,-3.075,1.096015510839149,,,-3.85,,,,,,-2.3,
70357,Cr 267.716,4.76,0.09899494936611643,,,4.69,,,,,,4.83,
70357,Cr 357.868,1.02,0.6929646455628166,,,1.51,,,,,,0.53,
70357,Cu 324.754,12.059999999999999,0.7636753236814714,,,12.6,,,,,,11.52,
70357,Cu 327.395,14.055,2.0576807332528535,,,15.51,,,,,,12.6,
70357,Fe 238.204,150.255,19.537360364184305,,,164.07,,,,,,136.44,
70357,Hg 184.887,,,,,,,,,,,,
70357,Hg 194.164,1.875,0.3181980515339465,,,1.65,,,,,,2.1,
70357,K 766.491,11355.23,823.8783950316936,,,11937.8,,,,,,10772.66,
70357,Mg 279.553,4457.4,312.31492311447386,,,4678.24,,,,,,4236.56,
70357,Mg 285.213,4465.23,316.38785817410854,,,4688.95,,,,,,4241.51,
70357,Mg 383.230,,,,,,,,,,,,
70357,Mn 257.610,3688.66,248.16619592523074,,,3864.14,,,,,,3513.18,
70357,Mn 346.032,,,,,,,,,,,,
70357,Mo 202.032,-2.6500000000000004,0.8061017305526643,,,-2.08,,,,,,-3.22,
70357,Mo 204.598,2.3200000000000003,1.5414927829866738,,,1.23,,,,,,3.41,
70357,Mo 313.259,4.11,2.9557063453597685,,,2.02,,,,,,6.2,
70357,Na 588.995,2985.395,208.64599792471438,,,3132.93,,,,,,2837.86,
70357,Na 589.592,3119.125,235.9827460853862,,,3285.99,,,,,,2952.26,
70357,Ni 225.385,11.29,3.6910973977937784,,,13.9,,,,,,8.68,
70357,Ni 227.877,-5.455,2.807213921310594,,,-3.47,,,,,,-7.44,
70357,P 213.618,1561.63,108.37118528465027,,,1638.26,,,,,,1485.0,
70357,P 215.294,,,,,,,,,,,,
70357,P 255.491,,,,,,,,,,,,
70357,Pb 220.353,-1.96,0.5091168824543141,,,-1.6,,,,,,-2.32,
70357,Pb 266.315,,,,,,,,,,,,
70357,Pb 363.957,,,,,,,,,,,,
70357,Sb 206.834,16.5,2.4607315985291844,,,14.76,,,,,,18.24,
70357,Si 251.611,690.53,13.095617587574848,,,699.79,,,,,,681.27,
70357,Sn 189.925,-7.95,6.293250352560273,,,-12.4,,,,,,-3.5,
70357,Ti 336.122,14.0,1.4283556979968257,,,12.99,,,,,,15.01,
70357,V 319.068,0.37000000000000005,1.697056274847714,,,1.57,,,,,,-0.83,
70357,Zn 213.857,114.62,8.131727983645296,,,120.37,,,,,,108.87,
70357,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70358,Ag 328.068,,,,,,,,,,,,
70358,Al 308.215,101.815,1.308147545195109,,,102.74,100.89,,,,,,
70358,As 188.980,,,,,,,,,,,,
70358,As 193.696,33.805,3.3870414818835646,,,36.2,31.41,,,,,,
70358,B 249.772,3.9749999999999996,0.049497474683058214,,,4.01,3.94,,,,,,
70358,Ca 422.673,16644.29,674.2263158613731,,,16167.54,17121.04,,,,,,
70358,Ca 430.253,17803.16,693.586899530259,,,17312.72,18293.6,,,,,,
70358,Ca 643.907,,,,,,,,,,,,
70358,Cd 214.439,2.1399999999999997,0.04242640687119289,,,2.17,2.11,,,,,,
70358,Co 231.497,13.58,6.222539674441618,,,9.18,17.98,,,,,,
70358,Co 258.033,-1.535,0.5161879502661797,,,-1.17,-1.9,,,,,,
70358,Cr 266.602,1.555,1.9586857838867366,,,2.94,0.17,,,,,,
70358,Cr 267.716,5.515000000000001,0.5586143571373726,,,5.12,5.91,,,,,,
70358,Cr 357.868,3.9400000000000004,1.767766952966369,,,5.19,2.69,,,,,,
70358,Cu 324.754,18.799999999999997,1.0182337649086295,,,18.08,19.52,,,,,,
70358,Cu 327.395,20.585,0.5444722215136413,,,20.2,20.97,,,,,,
70358,Fe 238.204,163.66000000000003,37.58979648787687,,,137.08,190.24,,,,,,
70358,Hg 184.887,,,,,,,,,,,,
70358,Hg 194.164,-1.075,0.6010407640085653,,,-0.65,-1.5,,,,,,
70358,K 766.491,13887.064999999999,327.53893211342137,,,13655.46,14118.67,,,,,,
70358,Mg 279.553,5396.8150000000005,193.76847124854945,,,5259.8,5533.83,,,,,,
70358,Mg 285.213,5433.85,211.01480564168958,,,5284.64,5583.06,,,,,,
70358,Mg 383.230,,,,,,,,,,,,
70358,Mn 257.610,3958.545,173.0643846954075,,,3836.17,4080.92,,,,,,
70358,Mn 346.032,,,,,,,,,,,,
70358,Mo 202.032,-1.73,1.6404877323527904,,,-0.57,-2.89,,,,,,
70358,Mo 204.598,2.125,0.6576093065034891,,,1.66,2.59,,,,,,
70358,Mo 313.259,6.3149999999999995,1.6334166645409245,,,7.47,5.16,,,,,,
70358,Na 588.995,3740.5150000000003,79.0333249332204,,,3684.63,3796.4,,,,,,
70358,Na 589.592,3862.71,64.79926542793545,,,3816.89,3908.53,,,,,,
70358,Ni 225.385,4.005,1.4495689014324227,,,5.03,2.98,,,,,,
70358,Ni 227.877,-33.715,4.999244942988891,,,-30.18,-37.25,,,,,,
70358,P 213.618,1845.135,89.55507383727631,,,1781.81,1908.46,,,,,,
70358,P 215.294,,,,,,,,,,,,
70358,P 255.491,,,,,,,,,,,,
70358,Pb 220.353,6.75,3.0547012947258856,,,4.59,8.91,,,,,,
70358,Pb 266.315,,,,,,,,,,,,
70358,Pb 363.957,,,,,,,,,,,,
70358,Sb 206.834,-1.575,6.31446355599587,,,-6.04,2.89,,,,,,
70358,Si 251.611,520.015,3.882016228714152,,,517.27,522.76,,,,,,
70358,Sn 189.925,20.485,13.951216792810584,,,10.62,30.35,,,,,,
70358,Ti 336.122,32.465,16.525085476329615,,,44.15,20.78,,,,,,
70358,V 319.068,-0.14500000000000002,0.19091883092036785,,,-0.28,-0.01,,,,,,
70358,Zn 213.857,116.785,7.79938779648762,,,111.27,122.3,,,,,,
70358,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70359,Ag 328.068,,,,,,,,,,,,
70359,Al 308.215,93.89,1.5414927829866785,,,92.8,94.98,,,,,,
70359,As 188.980,,,,,,,,,,,,
70359,As 193.696,82.95,7.0003571337468244,,,87.9,78.0,,,,,,
70359,B 249.772,176.65499999999997,6.031620843521251,,,180.92,172.39,,,,,,
70359,Ca 422.673,8319.36,355.46257890247665,,,8570.71,8068.01,,,,,,
70359,Ca 430.253,8816.2,356.21211209053536,,,9068.08,8564.32,,,,,,
70359,Ca 643.907,,,,,,,,,,,,
70359,Cd 214.439,0.7749999999999999,0.10606601717798214,,,0.85,0.7,,,,,,
70359,Co 231.497,17.985,0.8131727983645286,,,17.41,18.56,,,,,,
70359,Co 258.033,1.88,2.1213203435596424,,,0.38,3.38,,,,,,
70359,Cr 266.602,1.58,1.0323759005323594,,,0.85,2.31,,,,,,
70359,Cr 267.716,4.26,0.19798989873223347,,,4.4,4.12,,,,,,
70359,Cr 357.868,1.855,0.3464823227814083,,,1.61,2.1,,,,,,
70359,Cu 324.754,2.37,3.379970414071697,,,4.76,-0.02,,,,,,
70359,Cu 327.395,3.935,2.9062088706767106,,,5.99,1.88,,,,,,
70359,Fe 238.204,138.51,13.138043994446061,,,147.8,129.22,,,,,,
70359,Hg 184.887,,,,,,,,,,,,
70359,Hg 194.164,-0.86,1.7960512242138307,,,0.41,-2.13,,,,,,
70359,K 766.491,177737.995,6026.862014883878,,,181999.63,173476.36,,,,,,
70359,Mg 279.553,7520.03,312.30078097885047,,,7740.86,7299.2,,,,,,
70359,Mg 285.213,7604.095,302.22450934694217,,,7817.8,7390.39,,,,,,
70359,Mg 383.230,,,,,,,,,,,,
70359,Mn 257.610,7.994999999999999,0.5161879502661794,,,8.36,7.63,,,,,,
70359,Mn 346.032,,,,,,,,,,,,
70359,Mo 202.032,-2.17,0.9616652224137047,,,-1.49,-2.85,,,,,,
70359,Mo 204.598,4.0,1.668772003600252,,,5.18,2.82,,,,,,
70359,Mo 313.259,14.285,4.475985924910845,,,11.12,17.45,,,,,,
70359,Na 588.995,47222.25,2020.5010586980634,,,48650.96,45793.54,,,,,,
70359,Na 589.592,48505.035,2218.5404549049795,,,50073.78,46936.29,,,,,,
70359,Ni 225.385,1.37,0.325269119345812,,,1.6,1.14,,,,,,
70359,Ni 227.877,-35.715,0.7283199846221398,,,-35.2,-36.23,,,,,,
70359,P 213.618,3103.7349999999997,124.61342804850528,,,3191.85,3015.62,,,,,,
70359,P 215.294,,,,,,,,,,,,
70359,P 255.491,,,,,,,,,,,,
70359,Pb 220.353,-2.715,6.102331521639905,,,-7.03,1.6,,,,,,
70359,Pb 266.315,,,,,,,,,,,,
70359,Pb 363.957,,,,,,,,,,,,
70359,Sb 206.834,7.6,1.5273506473629428,,,6.52,8.68,,,,,,
70359,Si 251.611,553.21,31.621815254662422,,,575.57,530.85,,,,,,
70359,Sn 189.925,16.58,7.735748186180831,,,22.05,11.11,,,,,,
70359,Ti 336.122,13.29,2.5314422766478404,,,11.5,15.08,,,,,,
70359,V 319.068,1.245,1.1525840533340725,,,2.06,0.43,,,,,,
70359,Zn 213.857,44.125,3.5991735162395293,,,46.67,41.58,,,,,,
70359,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70360,Ag 328.068,,,,,,,,,,,,
70360,Al 308.215,202.72,22.86783330357293,,,186.55,218.89,,,,,,
70360,As 188.980,,,,,,,,,,,,
70360,As 193.696,54.065,4.843681451127852,,,57.49,50.64,,,,,,
70360,B 249.772,139.12,4.072935059634507,,,136.24,142.0,,,,,,
70360,Ca 422.673,12079.325,292.11288237597375,,,11872.77,12285.88,,,,,,
70360,Ca 430.253,12837.29,330.99668427342317,,,12603.24,13071.34,,,,,,
70360,Ca 643.907,,,,,,,,,,,,
70360,Cd 214.439,1.345,0.28991378028648457,,,1.55,1.14,,,,,,
70360,Co 231.497,14.285,2.8779245994292486,,,16.32,12.25,,,,,,
70360,Co 258.033,-3.99,0.5515432893255069,,,-3.6,-4.38,,,,,,
70360,Cr 266.602,-0.275,2.1849599538664317,,,1.27,-1.82,,,,,,
70360,Cr 267.716,5.725,1.534421715174808,,,6.81,4.64,,,,,,
