Label,Type,Date Time,Element,Element Label,Flags,Unadjusted Data,Concentration,Unit,Intensity,Concentration SD,Concentration %RSD,Intensity SD,Intensity %RSD,Weight,Volume,Dilution,Internal Standard,Lims ID,Customer,Customer Ref.,Sample Date Time,Sample Site,Description,Replicates,Concentration Replicate 1,Concentration Replicate 2,Concentration Replicate 3,Intensity Replicate 1,Intensity Replicate 2,Intensity Replicate 3,Flags Replicate 1,Flags Replicate 2,Flags Replicate 3
36616 A,Sample,15/01/2021 18:16:20,Ag 328.068,Ag,,0.00,0.28,ppm,52.38,0.26,92.96,19.24,36.72,0.1679,5,4.494422,-,,,,,,,3,0.26,0.54,0.03,50.96,72.3,33.9,,,
36616 A,Sample,15/01/2021 18:16:20,Al 308.215,Al,,2.51,336.11,ppm,2861.24,3.83,1.14,32.22,1.13,0.1679,5,4.494422,-,,,,,,,3,331.72,337.85,338.75,2824.3,2875.93,2883.5,,,
36616 A,Sample,15/01/2021 18:16:20,As 188.980,As,,0.02,3.05,ppm,17.01,2.22,72.59,6.52,38.34,0.1679,5,4.494422,-,,,,,,,3,1.81,5.62,1.74,13.35,24.54,13.14,,,
36616 A,Sample,15/01/2021 18:16:20,As 193.696,As,,0.06,8.20,ppm,28.95,4.79,58.43,13.01,44.94,0.1679,5,4.494422,-,,,,,,,3,6.38,13.64,4.59,24.01,43.71,19.13,,,
36616 A,Sample,15/01/2021 18:16:20,B 249.772,B,,0.02,2.14,ppm,197.44,0.08,3.57,4.96,2.51,0.1679,5,4.494422,-,,,,,,,3,2.08,2.22,2.11,193.69,203.07,195.57,,,
36616 A,Sample,15/01/2021 18:16:20,Ca 422.673,Ca,o,796.77,106641.21,ppm,3669043.45,1746.30,1.64,60079.91,1.64,0.1679,5,4.494422,-,,,,,,,3,105244.31,106080.26,108599.05,3620984.5,3649744.55,3736401.31,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36616 B,Sample,15/01/2021 18:17:58,Ag 328.068,Ag,u,0.00,-0.25,ppm,13.08,0.09,37.17,6.92,52.90,0.1685,5,4.517832,-,,,,,,,3,-0.14,-0.29,-0.31,21.02,9.87,8.35,u,u,u
36616 B,Sample,15/01/2021 18:17:58,Al 308.215,Al,,3.93,526.37,ppm,4454.89,1.35,0.26,11.32,0.25,0.1685,5,4.517832,-,,,,,,,3,527.43,524.85,526.83,4463.78,4442.15,4458.75,,,
36616 B,Sample,15/01/2021 18:17:58,As 188.980,As,,0.04,4.79,ppm,22.08,2.35,49.10,6.9,31.25,0.1685,5,4.517832,-,,,,,,,3,7.48,3.16,3.72,29.99,17.31,18.93,,,
36616 B,Sample,15/01/2021 18:17:58,As 193.696,As,,0.01,1.75,ppm,11.42,0.35,20.22,0.96,8.38,0.1685,5,4.517832,-,,,,,,,3,1.83,1.36,2.05,11.64,10.37,12.24,,,
36616 B,Sample,15/01/2021 18:17:58,B 249.772,B,,0.01,1.90,ppm,181.6,0.19,9.92,12.24,6.74,0.1685,5,4.517832,-,,,,,,,3,2.11,1.77,1.80,195.69,173.65,175.47,,,
36616 B,Sample,15/01/2021 18:17:58,Ca 422.673,Ca,o,788.49,105705.20,ppm,3630925.22,371.64,0.35,12765.22,0.35,0.1685,5,4.517832,-,,,,,,,3,105924.95,105276.11,105914.55,3638473.14,3616186.66,3638115.88,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36617 A,Sample,15/01/2021 18:19:37,Ag 328.068,Ag,u,0.00,0.00,ppm,15.86,0.00,81.89,12.96,81.75,5.7143,5,3.549725,-,,,,,,,3,-0.01,0.00,-0.01,3.22,29.13,15.23,u,u,u
36617 A,Sample,15/01/2021 18:19:37,Al 308.215,Al,,1.65,5.13,ppm,1894.47,0.06,1.12,20.83,1.10,5.7143,5,3.549725,-,,,,,,,3,5.10,5.10,5.20,1881.12,1883.81,1918.47,,,
36617 A,Sample,15/01/2021 18:19:37,As 188.980,As,u,0.00,0.00,ppm,8.64,0.04,737.99,4.52,52.29,5.7143,5,3.549725,-,,,,,,,3,-0.03,0.04,0.00,4.7,13.57,7.65,u,,u
36617 A,Sample,15/01/2021 18:19:37,As 193.696,As,,0.04,0.13,ppm,21.89,0.07,56.68,8.62,39.37,5.7143,5,3.549725,-,,,,,,,3,0.17,0.05,0.18,26.34,11.95,27.36,,,
36617 A,Sample,15/01/2021 18:19:37,B 249.772,B,,0.04,0.11,ppm,364.72,0.01,9.90,30.35,8.32,5.7143,5,3.549725,-,,,,,,,3,0.11,0.10,0.12,358.01,338.29,397.86,,,
36617 A,Sample,15/01/2021 18:19:37,Ca 422.673,Ca,o,142.52,442.68,ppm,656417.29,1.05,0.24,1552.02,0.24,5.7143,5,3.549725,-,,,,,,,3,441.47,443.30,443.26,654625.56,657345.15,657281.18,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36617 B,Sample,15/01/2021 18:21:16,Ag 328.068,Ag,u,0.00,0.00,ppm,38.96,0.01,299.20,21.76,55.84,5.7714,5,4.407214,-,,,,,,,3,0.01,0.01,-0.01,45.19,56.92,14.77,,,u
36617 B,Sample,15/01/2021 18:21:16,Al 308.215,Al,,5.49,20.95,ppm,6211.37,0.24,1.14,70.32,1.13,5.7714,5,4.407214,-,,,,,,,3,20.85,21.22,20.77,6182.54,6291.52,6160.05,,,
36617 B,Sample,15/01/2021 18:21:16,As 188.980,As,,0.01,0.06,ppm,13.74,0.06,107.80,6.16,44.84,5.7714,5,4.407214,-,,,,,,,3,0.12,0.00,0.04,20.49,8.41,12.32,,,
36617 B,Sample,15/01/2021 18:21:16,As 193.696,As,,0.01,0.04,ppm,10.76,0.04,101.81,4.15,38.54,5.7714,5,4.407214,-,,,,,,,3,0.09,0.01,0.02,15.52,7.92,8.84,,,
36617 B,Sample,15/01/2021 18:21:16,B 249.772,B,,0.04,0.15,ppm,405.39,0.00,1.46,5.07,1.25,5.7714,5,4.407214,-,,,,,,,3,0.15,0.15,0.15,410.14,405.97,400.05,,,
36617 B,Sample,15/01/2021 18:21:16,Ca 422.673,Ca,o,164.40,627.72,ppm,757179.3,5.53,0.88,6673.25,0.88,5.7714,5,4.407214,-,,,,,,,3,624.15,634.10,624.92,752872.77,764866.34,753798.8,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36618 A,Sample,15/01/2021 18:26:38,Ag 328.068,Ag,u,0.00,-0.02,ppm,21.82,0.02,82.30,8.12,37.21,1.0178,5,4.6403,-,,,,,,,3,-0.03,0.00,-0.03,17.65,31.18,16.64,u,u,u
36618 A,Sample,15/01/2021 18:26:38,Al 308.215,Al,,11.52,262.67,ppm,13009.48,1.48,0.56,72.92,0.56,1.0178,5,4.6403,-,,,,,,,3,261.19,262.69,264.14,12936.11,13010.4,13081.93,,,
36618 A,Sample,15/01/2021 18:26:38,As 188.980,As,,0.03,0.68,ppm,19.74,0.20,29.68,3.48,17.62,1.0178,5,4.6403,-,,,,,,,3,0.83,0.45,0.75,22.39,15.8,21.03,,,
36618 A,Sample,15/01/2021 18:26:38,As 193.696,As,,0.03,0.63,ppm,16.75,0.48,75.17,7.57,45.17,1.0178,5,4.6403,-,,,,,,,3,0.38,1.18,0.33,12.78,25.48,12.0,,,
36618 A,Sample,15/01/2021 18:26:38,B 249.772,B,,0.08,1.73,ppm,718.9,0.02,1.36,8.99,1.25,1.0178,5,4.6403,-,,,,,,,3,1.70,1.74,1.74,708.69,725.6,722.41,,,
36618 A,Sample,15/01/2021 18:26:38,Ca 422.673,Ca,o,111.89,2550.69,ppm,515378.18,4.29,0.17,865.81,0.17,1.0178,5,4.6403,-,,,,,,,3,2553.47,2545.76,2552.85,515938.9,514381.01,515814.63,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36618 B,Sample,15/01/2021 18:28:17,Ag 328.068,Ag,u,0.00,-0.01,ppm,29.29,0.04,719.79,17.26,58.92,1.0099,5,4.534866,-,,,,,,,3,0.03,-0.01,-0.04,47.0,28.35,12.53,,u,u
36618 B,Sample,15/01/2021 18:28:17,Al 308.215,Al,,12.35,277.21,ppm,13937.48,0.49,0.18,24.65,0.18,1.0099,5,4.534866,-,,,,,,,3,276.66,277.60,277.38,13909.79,13957.04,13945.62,,,
36618 B,Sample,15/01/2021 18:28:17,As 188.980,As,,0.03,0.64,ppm,19.25,0.26,40.70,4.57,23.73,1.0099,5,4.534866,-,,,,,,,3,0.71,0.86,0.35,20.48,23.07,14.19,,,
36618 B,Sample,15/01/2021 18:28:17,As 193.696,As,,0.06,1.29,ppm,27.48,0.88,68.83,14.31,52.09,1.0099,5,4.534866,-,,,,,,,3,0.62,2.29,0.94,16.75,43.74,21.96,,,
36618 B,Sample,15/01/2021 18:28:17,B 249.772,B,,0.07,1.57,ppm,666.08,0.03,1.99,12.09,1.82,1.0099,5,4.534866,-,,,,,,,3,1.53,1.58,1.58,652.14,672.38,673.72,,,
36618 B,Sample,15/01/2021 18:28:17,Ca 422.673,Ca,o,104.95,2356.32,ppm,483400.31,25.54,1.08,5237.38,1.08,1.0099,5,4.534866,-,,,,,,,3,2343.82,2385.70,2339.43,480837.8,489425.55,479937.59,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36619 A,Sample,15/01/2021 18:29:56,Ag 328.068,Ag,,0.00,0.05,ppm,50.26,0.03,62.33,11.58,23.03,0.9266,5,4.72646,-,,,,,,,3,0.02,0.04,0.08,39.2,49.29,62.29,,,
36619 A,Sample,15/01/2021 18:29:56,Al 308.215,Al,,12.37,315.55,ppm,13966.34,0.98,0.31,43.14,0.31,0.9266,5,4.72646,-,,,,,,,3,315.97,316.25,314.44,13984.68,13997.27,13917.05,,,
36619 A,Sample,15/01/2021 18:29:56,As 188.980,As,,0.06,1.53,ppm,31.71,0.30,19.44,4.61,14.52,0.9266,5,4.72646,-,,,,,,,3,1.40,1.88,1.33,29.64,36.99,28.51,,,
36619 A,Sample,15/01/2021 18:29:56,As 193.696,As,u,0.02,0.51,ppm,13.98,0.57,111.41,8.12,58.12,0.9266,5,4.72646,-,,,,,,,3,-0.14,0.77,0.91,4.67,17.64,19.62,u,,
36619 A,Sample,15/01/2021 18:29:56,B 249.772,B,,0.10,2.43,ppm,888.61,0.05,1.94,16.1,1.81,0.9266,5,4.72646,-,,,,,,,3,2.46,2.37,2.45,899.09,870.07,896.66,,,
36619 A,Sample,15/01/2021 18:29:56,Ca 422.673,Ca,o,68.46,1746.06,ppm,315385.23,7.13,0.41,1287.8,0.41,0.9266,5,4.72646,-,,,,,,,3,1738.66,1746.63,1752.89,314049.21,315487.8,316618.67,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36619 B,Sample,15/01/2021 18:31:35,Ag 328.068,Ag,u,0.00,0.00,ppm,33.31,0.04,993.65,16.08,48.28,0.9283,5,4.64276,-,,,,,,,3,0.05,-0.03,0.00,50.84,19.24,29.84,,u,u
36619 B,Sample,15/01/2021 18:31:35,Al 308.215,Al,,14.88,372.23,ppm,16795.67,2.48,0.67,111.61,0.66,0.9283,5,4.64276,-,,,,,,,3,373.48,373.83,369.37,16852.05,16867.85,16667.13,,,
36619 B,Sample,15/01/2021 18:31:35,As 188.980,As,,0.06,1.41,ppm,30.28,0.09,6.35,1.41,4.67,0.9283,5,4.64276,-,,,,,,,3,1.35,1.37,1.52,29.28,29.66,31.9,,,
36619 B,Sample,15/01/2021 18:31:35,As 193.696,As,,0.06,1.55,ppm,29.26,0.43,27.62,6.24,21.31,0.9283,5,4.64276,-,,,,,,,3,1.87,1.07,1.73,33.82,22.16,31.82,,,
36619 B,Sample,15/01/2021 18:31:35,B 249.772,B,,0.10,2.42,ppm,901.14,0.05,2.13,17.91,1.99,0.9283,5,4.64276,-,,,,,,,3,2.47,2.40,2.37,920.85,896.72,885.85,,,
36619 B,Sample,15/01/2021 18:31:35,Ca 422.673,Ca,o,79.70,1993.01,ppm,367131.05,2.93,0.15,538.72,0.15,0.9283,5,4.64276,-,,,,,,,3,1992.97,1990.11,1995.96,367122.6,366596.6,367673.94,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36620 A,Sample,15/01/2021 18:35:28,Ag 328.068,Ag,u,0.00,-0.01,ppm,22.58,0.01,94.80,8.63,38.23,0.533795,1,4.992348,-,,,,,,,3,0.00,-0.01,-0.02,31.97,20.8,14.98,,u,u
36620 A,Sample,15/01/2021 18:35:28,Al 308.215,Al,,0.52,4.82,ppm,613.54,0.03,0.55,3.18,0.52,0.533795,1,4.992348,-,,,,,,,3,4.84,4.82,4.79,616.61,613.74,610.26,,,
36620 A,Sample,15/01/2021 18:35:28,As 188.980,As,,0.04,0.34,ppm,22.39,0.23,67.98,9.76,43.61,0.533795,1,4.992348,-,,,,,,,3,0.55,0.09,0.39,31.01,11.78,24.38,,,
36620 A,Sample,15/01/2021 18:35:28,As 193.696,As,u,0.01,0.05,ppm,8.58,0.08,158.16,3.0,34.99,0.533795,1,4.992348,-,,,,,,,3,-0.04,0.08,0.10,5.15,9.91,10.69,u,,
36620 A,Sample,15/01/2021 18:35:28,B 249.772,B,,0.01,0.12,ppm,168.29,0.01,5.68,6.24,3.71,0.533795,1,4.992348,-,,,,,,,3,0.12,0.11,0.12,171.06,161.14,172.66,,,
36620 A,Sample,15/01/2021 18:35:28,Ca 422.673,Ca,o,51.73,483.82,ppm,238346.18,5.18,1.07,2549.64,1.07,0.533795,1,4.992348,-,,,,,,,3,477.84,486.78,486.83,235402.14,239805.38,239831.01,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36620 B,Sample,15/01/2021 18:37:07,Ag 328.068,Ag,u,0.00,0.00,ppm,31.13,0.02,3021.83,17.04,54.74,0.534936,1,4.977984,-,,,,,,,3,-0.02,0.01,0.01,11.5,39.71,42.17,u,,
36620 B,Sample,15/01/2021 18:37:07,Al 308.215,Al,,0.58,5.44,ppm,691.41,0.16,2.88,18.95,2.74,0.534936,1,4.977984,-,,,,,,,3,5.29,5.60,5.42,673.76,711.43,689.02,,,
36620 B,Sample,15/01/2021 18:37:07,As 188.980,As,,0.03,0.30,ppm,20.65,0.06,19.50,2.46,11.93,0.534936,1,4.977984,-,,,,,,,3,0.25,0.36,0.29,18.49,23.34,20.14,,,
36620 B,Sample,15/01/2021 18:37:07,As 193.696,As,u,0.00,-0.04,ppm,5.11,0.09,215.86,3.4,66.57,0.534936,1,4.977984,-,,,,,,,3,-0.10,-0.08,0.06,2.64,3.69,8.99,u,u,
36620 B,Sample,15/01/2021 18:37:07,B 249.772,B,,0.01,0.12,ppm,171.42,0.01,4.27,4.83,2.82,0.534936,1,4.977984,-,,,,,,,3,0.12,0.13,0.12,169.92,176.82,167.51,,,
36620 B,Sample,15/01/2021 18:37:07,Ca 422.673,Ca,o,57.28,533.04,ppm,263900.46,2.37,0.45,1174.01,0.44,0.534936,1,4.977984,-,,,,,,,3,535.15,533.50,530.47,264943.49,264128.84,262629.04,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36621 A,Sample,15/01/2021 18:38:46,Ag 328.068,Ag,u,0.00,0.00,ppm,28.62,0.01,247.03,7.59,26.51,0.595894,1,4.950991,-,,,,,,,3,0.00,0.00,-0.01,31.14,34.62,20.09,u,,u
36621 A,Sample,15/01/2021 18:38:46,Al 308.215,Al,,3.18,26.41,ppm,3612.95,0.23,0.86,30.94,0.86,0.595894,1,4.950991,-,,,,,,,3,26.47,26.60,26.16,3621.02,3639.06,3578.77,,,
36621 A,Sample,15/01/2021 18:38:46,As 188.980,As,,0.03,0.28,ppm,21.27,0.11,39.95,5.29,24.88,0.595894,1,4.950991,-,,,,,,,3,0.39,0.17,0.28,26.46,15.89,21.47,,,
36621 A,Sample,15/01/2021 18:38:46,As 193.696,As,,0.02,0.19,ppm,14.89,0.05,26.66,2.19,14.69,0.595894,1,4.950991,-,,,,,,,3,0.19,0.24,0.14,15.03,17.01,12.64,,,
36621 A,Sample,15/01/2021 18:38:46,B 249.772,B,,0.05,0.43,ppm,504.81,0.01,1.54,6.88,1.36,0.595894,1,4.950991,-,,,,,,,3,0.42,0.43,0.43,496.87,509.0,508.55,,,
36621 A,Sample,15/01/2021 18:38:46,Ca 422.673,Ca,,38.45,319.44,ppm,177178.17,1.08,0.34,599.7,0.34,0.595894,1,4.950991,-,,,,,,,3,320.55,319.37,318.39,177795.09,177142.1,176597.32,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36621 B,Sample,15/01/2021 18:40:25,Ag 328.068,Ag,,0.00,0.01,ppm,42.97,0.01,104.79,11.82,27.51,0.594853,1,5.298622,-,,,,,,,3,0.02,0.01,0.00,56.53,37.59,34.8,,,
36621 B,Sample,15/01/2021 18:40:25,Al 308.215,Al,,5.93,52.79,ppm,6707.4,0.31,0.59,39.14,0.58,0.594853,1,5.298622,-,,,,,,,3,52.53,52.70,53.13,6675.04,6696.25,6750.9,,,
36621 B,Sample,15/01/2021 18:40:25,As 188.980,As,,0.04,0.36,ppm,24.11,0.14,39.49,6.35,26.35,0.594853,1,5.298622,-,,,,,,,3,0.20,0.44,0.46,16.8,27.28,28.27,,,
36621 B,Sample,15/01/2021 18:40:25,As 193.696,As,,0.02,0.18,ppm,14.14,0.17,91.99,6.86,48.49,0.594853,1,5.298622,-,,,,,,,3,0.38,0.09,0.08,22.05,10.27,10.09,,,
36621 B,Sample,15/01/2021 18:40:25,B 249.772,B,,0.09,0.81,ppm,853.64,0.01,0.94,7.48,0.88,0.594853,1,5.298622,-,,,,,,,3,0.82,0.80,0.82,857.54,845.01,858.36,,,
36621 B,Sample,15/01/2021 18:40:25,Ca 422.673,Ca,o,53.75,478.81,ppm,247661.34,2.27,0.47,1175.62,0.47,0.594853,1,5.298622,-,,,,,,,3,476.43,480.96,479.05,246428.84,248770.32,247784.86,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36622 A,Sample,15/01/2021 18:46:19,Ag 328.068,Ag,u,0.00,0.00,ppm,30.62,0.01,936.28,10.06,32.85,0.691179,1,4.929721,-,,,,,,,3,0.01,0.00,-0.01,40.79,30.38,20.68,,u,u
36622 A,Sample,15/01/2021 18:46:19,Al 308.215,Al,,0.86,6.12,ppm,999.14,0.18,2.95,28.47,2.85,0.691179,1,4.929721,-,,,,,,,3,6.24,6.20,5.91,1018.51,1012.47,966.45,,,
36622 A,Sample,15/01/2021 18:46:19,As 188.980,As,,0.02,0.15,ppm,16.44,0.09,56.85,4.79,29.10,0.691179,1,4.929721,-,,,,,,,3,0.21,0.05,0.19,19.76,10.96,18.62,,,
36622 A,Sample,15/01/2021 18:46:19,As 193.696,As,,0.02,0.16,ppm,14.84,0.10,65.21,5.32,35.83,0.691179,1,4.929721,-,,,,,,,3,0.08,0.28,0.13,10.57,20.8,13.15,,,
36622 A,Sample,15/01/2021 18:46:19,B 249.772,B,,0.02,0.17,ppm,263.58,0.01,4.12,8.46,3.21,0.691179,1,4.929721,-,,,,,,,3,0.17,0.16,0.17,267.74,253.84,269.14,,,
36622 A,Sample,15/01/2021 18:46:19,Ca 422.673,Ca,o,115.67,825.01,ppm,532777.35,8.74,1.06,5645.4,1.06,0.691179,1,4.929721,-,,,,,,,3,833.47,816.01,825.55,538241.6,526966.74,533123.71,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36622 B,Sample,15/01/2021 18:47:58,Ag 328.068,Ag,u,0.00,0.00,ppm,32.34,0.01,1443.89,9.39,29.03,0.689593,1,4.948373,-,,,,,,,3,0.00,0.01,-0.01,36.68,38.77,21.57,,,u
36622 B,Sample,15/01/2021 18:47:58,Al 308.215,Al,,0.97,6.96,ppm,1125.26,0.06,0.93,10.2,0.91,0.689593,1,4.948373,-,,,,,,,3,6.99,6.88,7.00,1129.95,1113.56,1132.26,,,
36622 B,Sample,15/01/2021 18:47:58,As 188.980,As,,0.04,0.27,ppm,22.91,0.14,51.30,7.64,33.33,0.689593,1,4.948373,-,,,,,,,3,0.43,0.19,0.19,31.73,18.37,18.64,,,
36622 B,Sample,15/01/2021 18:47:58,As 193.696,As,,0.02,0.14,ppm,13.87,0.03,23.44,1.68,12.14,0.689593,1,4.948373,-,,,,,,,3,0.16,0.10,0.16,15.02,11.93,14.64,,,
36622 B,Sample,15/01/2021 18:47:58,B 249.772,B,,0.04,0.32,ppm,440.99,0.01,1.82,6.97,1.58,0.689593,1,4.948373,-,,,,,,,3,0.31,0.31,0.32,440.55,434.25,448.17,,,
36622 B,Sample,15/01/2021 18:47:58,Ca 422.673,Ca,o,84.44,605.93,ppm,388968.85,1.16,0.19,745.64,0.19,0.689593,1,4.948373,-,,,,,,,3,607.06,606.00,604.74,389692.25,389011.5,388202.8,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36623 A,Sample,15/01/2021 18:49:37,Ag 328.068,Ag,u,0.00,0.00,ppm,28.74,0.01,436.23,12.89,44.84,0.536256,1,5.918523,-,,,,,,,3,0.00,-0.02,0.01,34.12,14.03,38.06,,u,
36623 A,Sample,15/01/2021 18:49:37,Al 308.215,Al,,2.59,28.57,ppm,2948.15,0.05,0.16,4.77,0.16,0.536256,1,5.918523,-,,,,,,,3,28.54,28.62,28.54,2945.33,2953.66,2945.46,,,
36623 A,Sample,15/01/2021 18:49:37,As 188.980,As,,0.02,0.26,ppm,17.15,0.17,65.74,6.0,34.97,0.536256,1,5.918523,-,,,,,,,3,0.09,0.42,0.25,11.18,23.17,17.09,,,
36623 A,Sample,15/01/2021 18:49:37,As 193.696,As,,0.03,0.30,ppm,16.53,0.25,83.60,8.23,49.79,0.536256,1,5.918523,-,,,,,,,3,0.12,0.58,0.20,10.47,25.9,13.22,,,
36623 A,Sample,15/01/2021 18:49:37,B 249.772,B,,0.05,0.50,ppm,451.5,0.01,1.31,5.17,1.14,0.536256,1,5.918523,-,,,,,,,3,0.50,0.50,0.49,456.68,451.49,446.34,,,
36623 A,Sample,15/01/2021 18:49:37,Ca 422.673,Ca,,33.53,370.03,ppm,154523.85,1.72,0.47,718.79,0.47,0.536256,1,5.918523,-,,,,,,,3,371.63,370.26,368.21,155190.64,154618.47,153762.43,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36623 B,Sample,15/01/2021 18:51:16,Ag 328.068,Ag,u,0.00,0.00,ppm,35.75,0.01,302.09,12.27,34.31,0.536471,1,5.407574,-,,,,,,,3,0.01,-0.01,0.01,40.75,21.78,44.73,,u,
36623 B,Sample,15/01/2021 18:51:16,Al 308.215,Al,,3.42,34.47,ppm,3884.45,0.14,0.42,16.12,0.41,0.536471,1,5.407574,-,,,,,,,3,34.58,34.31,34.53,3896.35,3866.1,3890.89,,,
36623 B,Sample,15/01/2021 18:51:16,As 188.980,As,,0.03,0.29,ppm,19.29,0.11,39.70,4.47,23.19,0.536471,1,5.407574,-,,,,,,,3,0.23,0.22,0.42,17.0,16.43,24.45,,,
36623 B,Sample,15/01/2021 18:51:16,As 193.696,As,,0.06,0.58,ppm,27.53,0.17,28.66,5.98,21.70,0.536471,1,5.407574,-,,,,,,,3,0.73,0.40,0.61,32.87,21.08,28.65,,,
36623 B,Sample,15/01/2021 18:51:16,B 249.772,B,,0.05,0.47,ppm,465.93,0.02,3.77,15.35,3.30,0.536471,1,5.407574,-,,,,,,,3,0.46,0.49,0.46,459.99,483.37,454.43,,,
36623 B,Sample,15/01/2021 18:51:16,Ca 422.673,Ca,,38.07,383.76,ppm,175449.28,1.98,0.52,905.08,0.52,0.536471,1,5.407574,-,,,,,,,3,384.82,381.47,384.98,175933.94,174405.07,176008.82,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624 A,Sample,15/01/2021 18:55:41,Ag 328.068,Ag,u,0.00,-0.01,ppm,25.06,0.01,178.96,11.86,47.32,0.602708,1,4.838228,-,,,,,,,3,-0.01,0.00,0.00,12.93,36.62,25.64,u,,u
36624 A,Sample,15/01/2021 18:55:41,Al 308.215,Al,,0.93,7.50,ppm,1085.61,0.12,1.63,17.11,1.58,0.602708,1,4.838228,-,,,,,,,3,7.64,7.41,7.45,1105.04,1072.84,1078.94,,,
36624 A,Sample,15/01/2021 18:55:41,As 188.980,As,u,0.02,0.14,ppm,14.86,0.18,129.87,8.87,59.73,0.602708,1,4.838228,-,,,,,,,3,0.14,0.32,-0.04,14.92,23.7,5.95,,,u
36624 A,Sample,15/01/2021 18:55:41,As 193.696,As,,0.02,0.17,ppm,14.43,0.10,59.72,4.63,32.05,0.602708,1,4.838228,-,,,,,,,3,0.08,0.14,0.28,10.51,13.24,19.53,,,
36624 A,Sample,15/01/2021 18:55:41,B 249.772,B,,0.02,0.12,ppm,192.32,0.01,7.04,9.44,4.91,0.602708,1,4.838228,-,,,,,,,3,0.12,0.11,0.13,192.79,182.65,201.51,,,
36624 A,Sample,15/01/2021 18:55:41,Ca 422.673,Ca,o,100.02,802.87,ppm,460684.48,2.67,0.33,1531.43,0.33,0.602708,1,4.838228,-,,,,,,,3,800.85,805.90,801.87,459522.72,462419.93,460110.8,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624 B,Sample,15/01/2021 18:57:20,Ag 328.068,Ag,,0.00,0.01,ppm,37.71,0.00,76.71,4.61,12.24,0.604277,1,5.252012,-,,,,,,,3,0.01,0.00,0.01,38.06,32.93,42.14,,,
36624 B,Sample,15/01/2021 18:57:20,Al 308.215,Al,,0.30,2.58,ppm,368.04,0.09,3.49,11.67,3.17,0.604277,1,5.252012,-,,,,,,,3,2.49,2.59,2.67,355.79,369.31,379.03,,,
36624 B,Sample,15/01/2021 18:57:20,As 188.980,As,,0.03,0.28,ppm,20.77,0.17,59.57,7.59,36.55,0.604277,1,5.252012,-,,,,,,,3,0.11,0.44,0.29,12.93,28.08,21.28,,,
36624 B,Sample,15/01/2021 18:57:20,As 193.696,As,,0.04,0.31,ppm,19.45,0.01,3.63,0.46,2.39,0.604277,1,5.252012,-,,,,,,,3,0.32,0.31,0.29,19.88,19.52,18.96,,,
36624 B,Sample,15/01/2021 18:57:20,B 249.772,B,,0.01,0.12,ppm,177.89,0.01,6.88,8.23,4.63,0.604277,1,5.252012,-,,,,,,,3,0.11,0.12,0.13,170.47,176.44,186.74,,,
36624 B,Sample,15/01/2021 18:57:20,Ca 422.673,Ca,o,93.03,808.60,ppm,428539.04,3.87,0.48,2049.55,0.48,0.604277,1,5.252012,-,,,,,,,3,811.44,810.17,804.20,430042.49,429370.14,426204.47,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36465 A,Sample,15/01/2021 18:58:59,Ag 328.068,Ag,u,0.00,-0.17,ppm,27.82,0.57,340.62,13.18,47.35,0.0566,5,4.941548,-,,,,,,,3,0.49,-0.47,-0.52,43.02,20.79,19.65,,u,u
36465 A,Sample,15/01/2021 18:58:59,Al 308.215,Al,,11.78,5143.86,ppm,13302.96,24.06,0.47,62.06,0.47,0.0566,5,4.941548,-,,,,,,,3,5126.03,5171.22,5134.33,13256.96,13373.55,13278.37,,,
36465 A,Sample,15/01/2021 18:58:59,As 188.980,As,,0.04,16.99,ppm,23.35,4.82,28.38,4.35,18.62,0.0566,5,4.941548,-,,,,,,,3,18.58,20.83,11.58,24.77,26.8,18.47,,,
36465 A,Sample,15/01/2021 18:58:59,As 193.696,As,,0.05,22.18,ppm,25.14,2.26,10.18,1.88,7.47,0.0566,5,4.941548,-,,,,,,,3,24.39,19.88,22.27,26.98,23.22,25.21,,,
